origin,dest,time
NEAR WEST SIDE,BEVERLY,4453
NEAR WEST SIDE,WASHINGTON HEIGHTS,3774
NEAR WEST SIDE,MOUNT GREENWOOD,5064
NEAR WEST SIDE,MORGAN PARK,4231
NEAR WEST SIDE,OHARE,-1
NEAR WEST SIDE,EDGEWATER,3789
NEAR WEST SIDE,EDISON PARK,4547
NORTH LAWNDALE,DOUGLAS,3599
NORTH LAWNDALE,OAKLAND,4173
NORTH LAWNDALE,FULLER PARK,3242
NORTH LAWNDALE,GRAND BOULEVARD,3728
NORTH LAWNDALE,KENWOOD,3465
NORTH LAWNDALE,LINCOLN SQUARE,3639
NORTH LAWNDALE,WASHINGTON PARK,4244
NORTH LAWNDALE,HYDE PARK,4104
NORTH LAWNDALE,WOODLAWN,4328
NORTH LAWNDALE,ROGERS PARK,4721
NORTH LAWNDALE,JEFFERSON PARK,3915
NORTH LAWNDALE,FOREST GLEN,4582
NORTH LAWNDALE,NORTH PARK,4741
NORTH LAWNDALE,ALBANY PARK,3767
NORTH LAWNDALE,PORTAGE PARK,4418
NORTH LAWNDALE,IRVING PARK,3383
NORTH LAWNDALE,DUNNING,3816
NORTH LAWNDALE,MONTCLARE,3536
NORTH LAWNDALE,BELMONT CRAGIN,3522
NORTH LAWNDALE,WEST RIDGE,4711
NORTH LAWNDALE,HERMOSA,2887
NORTH LAWNDALE,AVONDALE,2529
NORTH LAWNDALE,LOGAN SQUARE,2561
NORTH LAWNDALE,HUMBOLDT PARK,1698
NORTH LAWNDALE,WEST TOWN,2569
NORTH LAWNDALE,AUSTIN,2258
NORTH LAWNDALE,WEST GARFIELD PARK,1435
NORTH LAWNDALE,EAST GARFIELD PARK,1229
NORTH LAWNDALE,NEAR WEST SIDE,1807
NORTH LAWNDALE,UPTOWN,4157
NORTH LAWNDALE,SOUTH LAWNDALE,939
NORTH LAWNDALE,LOWER WEST SIDE,2151
NORTH LAWNDALE,NEAR SOUTH SIDE,2984
NORTH LAWNDALE,BRIDGEPORT,3047
NORTH LAWNDALE,NORWOOD PARK,3981
NORTH LAWNDALE,NEAR NORTH SIDE,2768
NORTH LAWNDALE,LOOP,2769
NORTH LAWNDALE,SOUTH SHORE,4170
NORTH LAWNDALE,CHATHAM,4260
NORTH LAWNDALE,AVALON PARK,4498
NORTH LAWNDALE,SOUTH CHICAGO,4965
NORTH LAWNDALE,BURNSIDE,5107
NORTH LAWNDALE,MCKINLEY PARK,1925
NORTH LAWNDALE,LAKE VIEW,3347
NORTH LAWNDALE,CALUMET HEIGHTS,4569
NORTH LAWNDALE,ROSELAND,4458
NORTH LAWNDALE,NORTH CENTER,3161
NORTH LAWNDALE,PULLMAN,5280
NORTH LAWNDALE,SOUTH DEERING,-1
NORTH LAWNDALE,EAST SIDE,5413
NORTH LAWNDALE,WEST PULLMAN,5564
NORTH LAWNDALE,RIVERDALE,-1
NORTH LAWNDALE,HEGEWISCH,-1
NORTH LAWNDALE,undefined,-1
NORTH LAWNDALE,ARCHER HEIGHTS,2027
NORTH LAWNDALE,BRIGHTON PARK,1904
NORTH LAWNDALE,BRIDGEPORT,2982
NORTH LAWNDALE,NEW CITY,2659
NORTH LAWNDALE,WEST ELSDON,2576
NORTH LAWNDALE,GAGE PARK,2549
NORTH LAWNDALE,CLEARING,4877
NORTH LAWNDALE,WEST LAWN,3076
NORTH LAWNDALE,CHICAGO LAWN,3315
NORTH LAWNDALE,WEST ENGLEWOOD,3105
NORTH LAWNDALE,ENGLEWOOD,4134
NORTH LAWNDALE,GREATER GRAND CROSSING,3728
NORTH LAWNDALE,LINCOLN PARK,3277
NORTH LAWNDALE,ASHBURN,3535
NORTH LAWNDALE,AUBURN GRESHAM,3802
NORTH LAWNDALE,BEVERLY,4597
NORTH LAWNDALE,WASHINGTON HEIGHTS,4866
NORTH LAWNDALE,MOUNT GREENWOOD,4356
NORTH LAWNDALE,MORGAN PARK,5323
NORTH LAWNDALE,OHARE,-1
NORTH LAWNDALE,EDGEWATER,4087
NORTH LAWNDALE,EDISON PARK,4748
UPTOWN,DOUGLAS,3723
UPTOWN,OAKLAND,4058
UPTOWN,FULLER PARK,3277
UPTOWN,GRAND BOULEVARD,3863
UPTOWN,KENWOOD,3930
UPTOWN,LINCOLN SQUARE,1706
UPTOWN,WASHINGTON PARK,4022
UPTOWN,HYDE PARK,4145
UPTOWN,WOODLAWN,4520
UPTOWN,ROGERS PARK,1966
UPTOWN,JEFFERSON PARK,3133
UPTOWN,FOREST GLEN,2850
UPTOWN,NORTH PARK,3074
UPTOWN,ALBANY PARK,1972
UPTOWN,PORTAGE PARK,3194
UPTOWN,IRVING PARK,2241
UPTOWN,DUNNING,3843
UPTOWN,MONTCLARE,4569
UPTOWN,BELMONT CRAGIN,3960
UPTOWN,WEST RIDGE,2355
UPTOWN,HERMOSA,3325
UPTOWN,AVONDALE,2742
UPTOWN,LOGAN SQUARE,2522
UPTOWN,HUMBOLDT PARK,3704
UPTOWN,WEST TOWN,2804
UPTOWN,AUSTIN,4424
UPTOWN,WEST GARFIELD PARK,4441
UPTOWN,EAST GARFIELD PARK,3928
UPTOWN,NEAR WEST SIDE,3563
UPTOWN,NORTH LAWNDALE,4549
UPTOWN,SOUTH LAWNDALE,4284
UPTOWN,LOWER WEST SIDE,3939
UPTOWN,NEAR SOUTH SIDE,3461
UPTOWN,BRIDGEPORT,3934
UPTOWN,NORWOOD PARK,3797
UPTOWN,NEAR NORTH SIDE,2323
UPTOWN,LOOP,2933
UPTOWN,SOUTH SHORE,5132
UPTOWN,CHATHAM,4295
UPTOWN,AVALON PARK,5041
UPTOWN,SOUTH CHICAGO,5361
UPTOWN,BURNSIDE,4992
UPTOWN,MCKINLEY PARK,3603
UPTOWN,LAKE VIEW,1200
UPTOWN,CALUMET HEIGHTS,4964
UPTOWN,ROSELAND,4523
UPTOWN,NORTH CENTER,1881
UPTOWN,PULLMAN,5165
UPTOWN,SOUTH DEERING,-1
UPTOWN,EAST SIDE,6042
UPTOWN,WEST PULLMAN,5678
UPTOWN,RIVERDALE,-1
UPTOWN,HEGEWISCH,-1
UPTOWN,undefined,-1
UPTOWN,ARCHER HEIGHTS,4886
UPTOWN,BRIGHTON PARK,4529
UPTOWN,BRIDGEPORT,3616
UPTOWN,NEW CITY,3574
UPTOWN,WEST ELSDON,4299
UPTOWN,GAGE PARK,4120
UPTOWN,CLEARING,4808
UPTOWN,WEST LAWN,4799
UPTOWN,CHICAGO LAWN,4536
UPTOWN,WEST ENGLEWOOD,4351
UPTOWN,ENGLEWOOD,4102
UPTOWN,GREATER GRAND CROSSING,3986
UPTOWN,LINCOLN PARK,1902
UPTOWN,ASHBURN,5399
UPTOWN,AUBURN GRESHAM,4959
UPTOWN,BEVERLY,5292
UPTOWN,WASHINGTON HEIGHTS,4751
UPTOWN,MOUNT GREENWOOD,6006
UPTOWN,MORGAN PARK,5208
UPTOWN,OHARE,-1
UPTOWN,EDGEWATER,1259
UPTOWN,EDISON PARK,4356
SOUTH LAWNDALE,DOUGLAS,2647
SOUTH LAWNDALE,OAKLAND,2946
SOUTH LAWNDALE,FULLER PARK,2351
SOUTH LAWNDALE,GRAND BOULEVARD,3030
SOUTH LAWNDALE,KENWOOD,3446
SOUTH LAWNDALE,LINCOLN SQUARE,4459
SOUTH LAWNDALE,WASHINGTON PARK,3550
SOUTH LAWNDALE,HYDE PARK,3549
SOUTH LAWNDALE,WOODLAWN,3924
SOUTH LAWNDALE,ROGERS PARK,5210
SOUTH LAWNDALE,JEFFERSON PARK,4561
SOUTH LAWNDALE,FOREST GLEN,5336
SOUTH LAWNDALE,NORTH PARK,5165
SOUTH LAWNDALE,ALBANY PARK,4323
SOUTH LAWNDALE,PORTAGE PARK,4884
SOUTH LAWNDALE,IRVING PARK,3954
SOUTH LAWNDALE,DUNNING,5132
SOUTH LAWNDALE,MONTCLARE,3942
SOUTH LAWNDALE,BELMONT CRAGIN,3898
SOUTH LAWNDALE,WEST RIDGE,5429
SOUTH LAWNDALE,HERMOSA,3263
SOUTH LAWNDALE,AVONDALE,3115
SOUTH LAWNDALE,LOGAN SQUARE,3034
SOUTH LAWNDALE,HUMBOLDT PARK,2314
SOUTH LAWNDALE,WEST TOWN,3149
SOUTH LAWNDALE,AUSTIN,2904
SOUTH LAWNDALE,WEST GARFIELD PARK,2344
SOUTH LAWNDALE,EAST GARFIELD PARK,1920
SOUTH LAWNDALE,NEAR WEST SIDE,2867
SOUTH LAWNDALE,NORTH LAWNDALE,931
SOUTH LAWNDALE,UPTOWN,4646
SOUTH LAWNDALE,LOWER WEST SIDE,2016
SOUTH LAWNDALE,NEAR SOUTH SIDE,2740
SOUTH LAWNDALE,BRIDGEPORT,2483
SOUTH LAWNDALE,NORWOOD PARK,4657
SOUTH LAWNDALE,NEAR NORTH SIDE,3257
SOUTH LAWNDALE,LOOP,2478
SOUTH LAWNDALE,SOUTH SHORE,4170
SOUTH LAWNDALE,CHATHAM,3369
SOUTH LAWNDALE,AVALON PARK,3578
SOUTH LAWNDALE,SOUTH CHICAGO,4405
SOUTH LAWNDALE,BURNSIDE,4396
SOUTH LAWNDALE,MCKINLEY PARK,1177
SOUTH LAWNDALE,LAKE VIEW,3836
SOUTH LAWNDALE,CALUMET HEIGHTS,4638
SOUTH LAWNDALE,ROSELAND,3747
SOUTH LAWNDALE,NORTH CENTER,3979
SOUTH LAWNDALE,PULLMAN,4569
SOUTH LAWNDALE,SOUTH DEERING,-1
SOUTH LAWNDALE,EAST SIDE,4702
SOUTH LAWNDALE,WEST PULLMAN,4853
SOUTH LAWNDALE,RIVERDALE,-1
SOUTH LAWNDALE,HEGEWISCH,-1
SOUTH LAWNDALE,undefined,-1
SOUTH LAWNDALE,ARCHER HEIGHTS,1799
SOUTH LAWNDALE,BRIGHTON PARK,1432
SOUTH LAWNDALE,BRIDGEPORT,2138
SOUTH LAWNDALE,NEW CITY,2458
SOUTH LAWNDALE,WEST ELSDON,2348
SOUTH LAWNDALE,GAGE PARK,2077
SOUTH LAWNDALE,CLEARING,3277
SOUTH LAWNDALE,WEST LAWN,2848
SOUTH LAWNDALE,CHICAGO LAWN,2843
SOUTH LAWNDALE,WEST ENGLEWOOD,2904
SOUTH LAWNDALE,ENGLEWOOD,2972
SOUTH LAWNDALE,GREATER GRAND CROSSING,3017
SOUTH LAWNDALE,LINCOLN PARK,3766
SOUTH LAWNDALE,ASHBURN,3482
SOUTH LAWNDALE,AUBURN GRESHAM,3601
SOUTH LAWNDALE,BEVERLY,4676
SOUTH LAWNDALE,WASHINGTON HEIGHTS,4155
SOUTH LAWNDALE,MOUNT GREENWOOD,4158
SOUTH LAWNDALE,MORGAN PARK,4612
SOUTH LAWNDALE,OHARE,-1
SOUTH LAWNDALE,EDGEWATER,4855
SOUTH LAWNDALE,EDISON PARK,6534
LOWER WEST SIDE,DOUGLAS,1998
LOWER WEST SIDE,OAKLAND,2780
LOWER WEST SIDE,FULLER PARK,1792
LOWER WEST SIDE,GRAND BOULEVARD,2441
LOWER WEST SIDE,KENWOOD,2677
LOWER WEST SIDE,LINCOLN SQUARE,4313
LOWER WEST SIDE,WASHINGTON PARK,2961
LOWER WEST SIDE,HYDE PARK,2900
LOWER WEST SIDE,WOODLAWN,3395
LOWER WEST SIDE,ROGERS PARK,4414
LOWER WEST SIDE,JEFFERSON PARK,4209
LOWER WEST SIDE,FOREST GLEN,5596
LOWER WEST SIDE,NORTH PARK,4884
LOWER WEST SIDE,ALBANY PARK,4610
LOWER WEST SIDE,PORTAGE PARK,4472
LOWER WEST SIDE,IRVING PARK,3847
LOWER WEST SIDE,DUNNING,4846
LOWER WEST SIDE,MONTCLARE,4943
LOWER WEST SIDE,BELMONT CRAGIN,4836
LOWER WEST SIDE,WEST RIDGE,5379
LOWER WEST SIDE,HERMOSA,4054
LOWER WEST SIDE,AVONDALE,3238
LOWER WEST SIDE,LOGAN SQUARE,3398
LOWER WEST SIDE,HUMBOLDT PARK,3215
LOWER WEST SIDE,WEST TOWN,2550
LOWER WEST SIDE,AUSTIN,3782
LOWER WEST SIDE,WEST GARFIELD PARK,2666
LOWER WEST SIDE,EAST GARFIELD PARK,2195
LOWER WEST SIDE,NEAR WEST SIDE,1633
LOWER WEST SIDE,NORTH LAWNDALE,2109
LOWER WEST SIDE,UPTOWN,3850
LOWER WEST SIDE,SOUTH LAWNDALE,1921
LOWER WEST SIDE,NEAR SOUTH SIDE,1824
LOWER WEST SIDE,BRIDGEPORT,2028
LOWER WEST SIDE,NORWOOD PARK,4305
LOWER WEST SIDE,NEAR NORTH SIDE,2461
LOWER WEST SIDE,LOOP,2521
LOWER WEST SIDE,SOUTH SHORE,3863
LOWER WEST SIDE,CHATHAM,3083
LOWER WEST SIDE,AVALON PARK,3529
LOWER WEST SIDE,SOUTH CHICAGO,4149
LOWER WEST SIDE,BURNSIDE,3687
LOWER WEST SIDE,MCKINLEY PARK,1099
LOWER WEST SIDE,LAKE VIEW,3040
LOWER WEST SIDE,CALUMET HEIGHTS,4262
LOWER WEST SIDE,ROSELAND,2978
LOWER WEST SIDE,NORTH CENTER,3612
LOWER WEST SIDE,PULLMAN,3800
LOWER WEST SIDE,SOUTH DEERING,-1
LOWER WEST SIDE,EAST SIDE,4653
LOWER WEST SIDE,WEST PULLMAN,4084
LOWER WEST SIDE,RIVERDALE,-1
LOWER WEST SIDE,HEGEWISCH,-1
LOWER WEST SIDE,undefined,-1
LOWER WEST SIDE,ARCHER HEIGHTS,2708
LOWER WEST SIDE,BRIGHTON PARK,1644
LOWER WEST SIDE,BRIDGEPORT,1654
LOWER WEST SIDE,NEW CITY,2010
LOWER WEST SIDE,WEST ELSDON,2631
LOWER WEST SIDE,GAGE PARK,2375
LOWER WEST SIDE,CLEARING,4697
LOWER WEST SIDE,WEST LAWN,3204
LOWER WEST SIDE,CHICAGO LAWN,2804
LOWER WEST SIDE,WEST ENGLEWOOD,2456
LOWER WEST SIDE,ENGLEWOOD,2806
LOWER WEST SIDE,GREATER GRAND CROSSING,2796
LOWER WEST SIDE,LINCOLN PARK,3026
LOWER WEST SIDE,ASHBURN,3310
LOWER WEST SIDE,AUBURN GRESHAM,3153
LOWER WEST SIDE,BEVERLY,3858
LOWER WEST SIDE,WASHINGTON HEIGHTS,3206
LOWER WEST SIDE,MOUNT GREENWOOD,4484
LOWER WEST SIDE,MORGAN PARK,3663
LOWER WEST SIDE,OHARE,-1
LOWER WEST SIDE,EDGEWATER,4059
LOWER WEST SIDE,EDISON PARK,5474
NEAR SOUTH SIDE,DOUGLAS,946
NEAR SOUTH SIDE,OAKLAND,1639
NEAR SOUTH SIDE,FULLER PARK,1463
NEAR SOUTH SIDE,GRAND BOULEVARD,1389
NEAR SOUTH SIDE,KENWOOD,2027
NEAR SOUTH SIDE,LINCOLN SQUARE,3532
NEAR SOUTH SIDE,WASHINGTON PARK,1909
NEAR SOUTH SIDE,HYDE PARK,2328
NEAR SOUTH SIDE,WOODLAWN,2504
NEAR SOUTH SIDE,ROGERS PARK,3662
NEAR SOUTH SIDE,JEFFERSON PARK,4097
NEAR SOUTH SIDE,FOREST GLEN,4870
NEAR SOUTH SIDE,NORTH PARK,4610
NEAR SOUTH SIDE,ALBANY PARK,3926
NEAR SOUTH SIDE,PORTAGE PARK,4360
NEAR SOUTH SIDE,IRVING PARK,3875
NEAR SOUTH SIDE,DUNNING,4706
NEAR SOUTH SIDE,MONTCLARE,4624
NEAR SOUTH SIDE,BELMONT CRAGIN,4098
NEAR SOUTH SIDE,WEST RIDGE,4261
NEAR SOUTH SIDE,HERMOSA,3671
NEAR SOUTH SIDE,AVONDALE,3126
NEAR SOUTH SIDE,LOGAN SQUARE,2868
NEAR SOUTH SIDE,HUMBOLDT PARK,3389
NEAR SOUTH SIDE,WEST TOWN,2883
NEAR SOUTH SIDE,AUSTIN,3259
NEAR SOUTH SIDE,WEST GARFIELD PARK,2863
NEAR SOUTH SIDE,EAST GARFIELD PARK,2573
NEAR SOUTH SIDE,NEAR WEST SIDE,2389
NEAR SOUTH SIDE,NORTH LAWNDALE,3157
NEAR SOUTH SIDE,UPTOWN,3098
NEAR SOUTH SIDE,SOUTH LAWNDALE,2878
NEAR SOUTH SIDE,LOWER WEST SIDE,1621
NEAR SOUTH SIDE,BRIDGEPORT,1306
NEAR SOUTH SIDE,NORWOOD PARK,4193
NEAR SOUTH SIDE,NEAR NORTH SIDE,1709
NEAR SOUTH SIDE,LOOP,1383
NEAR SOUTH SIDE,SOUTH SHORE,2600
NEAR SOUTH SIDE,CHATHAM,2481
NEAR SOUTH SIDE,AVALON PARK,2859
NEAR SOUTH SIDE,SOUTH CHICAGO,3416
NEAR SOUTH SIDE,BURNSIDE,4197
NEAR SOUTH SIDE,MCKINLEY PARK,1738
NEAR SOUTH SIDE,LAKE VIEW,2288
NEAR SOUTH SIDE,CALUMET HEIGHTS,2930
NEAR SOUTH SIDE,ROSELAND,2859
NEAR SOUTH SIDE,NORTH CENTER,2932
NEAR SOUTH SIDE,PULLMAN,4368
NEAR SOUTH SIDE,SOUTH DEERING,-1
NEAR SOUTH SIDE,EAST SIDE,4234
NEAR SOUTH SIDE,WEST PULLMAN,4136
NEAR SOUTH SIDE,RIVERDALE,-1
NEAR SOUTH SIDE,HEGEWISCH,-1
NEAR SOUTH SIDE,undefined,-1
NEAR SOUTH SIDE,ARCHER HEIGHTS,2991
NEAR SOUTH SIDE,BRIGHTON PARK,2283
NEAR SOUTH SIDE,BRIDGEPORT,1700
NEAR SOUTH SIDE,NEW CITY,2157
NEAR SOUTH SIDE,WEST ELSDON,3270
NEAR SOUTH SIDE,GAGE PARK,2416
NEAR SOUTH SIDE,CLEARING,3164
NEAR SOUTH SIDE,WEST LAWN,3245
NEAR SOUTH SIDE,CHICAGO LAWN,2845
NEAR SOUTH SIDE,WEST ENGLEWOOD,2946
NEAR SOUTH SIDE,ENGLEWOOD,2852
NEAR SOUTH SIDE,GREATER GRAND CROSSING,2461
NEAR SOUTH SIDE,LINCOLN PARK,2218
NEAR SOUTH SIDE,ASHBURN,3917
NEAR SOUTH SIDE,AUBURN GRESHAM,3643
NEAR SOUTH SIDE,BEVERLY,3718
NEAR SOUTH SIDE,WASHINGTON HEIGHTS,2952
NEAR SOUTH SIDE,MOUNT GREENWOOD,4525
NEAR SOUTH SIDE,MORGAN PARK,3431
NEAR SOUTH SIDE,OHARE,-1
NEAR SOUTH SIDE,EDGEWATER,3307
NEAR SOUTH SIDE,EDISON PARK,5170
BRIDGEPORT,DOUGLAS,2041
BRIDGEPORT,OAKLAND,2494
BRIDGEPORT,FULLER PARK,946
BRIDGEPORT,GRAND BOULEVARD,1831
BRIDGEPORT,KENWOOD,2180
BRIDGEPORT,LINCOLN SQUARE,3934
BRIDGEPORT,WASHINGTON PARK,2379
BRIDGEPORT,HYDE PARK,2523
BRIDGEPORT,WOODLAWN,2628
BRIDGEPORT,ROGERS PARK,3884
BRIDGEPORT,JEFFERSON PARK,3931
BRIDGEPORT,FOREST GLEN,5366
BRIDGEPORT,NORTH PARK,4204
BRIDGEPORT,ALBANY PARK,4330
BRIDGEPORT,PORTAGE PARK,3954
BRIDGEPORT,IRVING PARK,3840
BRIDGEPORT,DUNNING,5376
BRIDGEPORT,MONTCLARE,4500
BRIDGEPORT,BELMONT CRAGIN,4660
BRIDGEPORT,WEST RIDGE,4423
BRIDGEPORT,HERMOSA,4073
BRIDGEPORT,AVONDALE,2930
BRIDGEPORT,LOGAN SQUARE,2824
BRIDGEPORT,HUMBOLDT PARK,3204
BRIDGEPORT,WEST TOWN,2687
BRIDGEPORT,AUSTIN,3601
BRIDGEPORT,WEST GARFIELD PARK,3162
BRIDGEPORT,EAST GARFIELD PARK,2996
BRIDGEPORT,NEAR WEST SIDE,2413
BRIDGEPORT,NORTH LAWNDALE,3379
BRIDGEPORT,UPTOWN,3320
BRIDGEPORT,SOUTH LAWNDALE,2602
BRIDGEPORT,LOWER WEST SIDE,2360
BRIDGEPORT,NEAR SOUTH SIDE,1817
BRIDGEPORT,NORWOOD PARK,3997
BRIDGEPORT,NEAR NORTH SIDE,1931
BRIDGEPORT,LOOP,1821
BRIDGEPORT,SOUTH SHORE,3633
BRIDGEPORT,CHATHAM,2313
BRIDGEPORT,AVALON PARK,2732
BRIDGEPORT,SOUTH CHICAGO,4579
BRIDGEPORT,BURNSIDE,3220
BRIDGEPORT,MCKINLEY PARK,1452
BRIDGEPORT,LAKE VIEW,2510
BRIDGEPORT,CALUMET HEIGHTS,4434
BRIDGEPORT,ROSELAND,2481
BRIDGEPORT,NORTH CENTER,3694
BRIDGEPORT,PULLMAN,3191
BRIDGEPORT,SOUTH DEERING,-1
BRIDGEPORT,EAST SIDE,3856
BRIDGEPORT,WEST PULLMAN,4176
BRIDGEPORT,RIVERDALE,-1
BRIDGEPORT,HEGEWISCH,-1
BRIDGEPORT,undefined,-1
BRIDGEPORT,ARCHER HEIGHTS,3508
BRIDGEPORT,BRIGHTON PARK,2950
BRIDGEPORT,BRIDGEPORT,1490
BRIDGEPORT,NEW CITY,1512
BRIDGEPORT,WEST ELSDON,3621
BRIDGEPORT,GAGE PARK,2629
BRIDGEPORT,CLEARING,4354
BRIDGEPORT,WEST LAWN,3987
BRIDGEPORT,CHICAGO LAWN,3017
BRIDGEPORT,WEST ENGLEWOOD,2489
BRIDGEPORT,ENGLEWOOD,2240
BRIDGEPORT,GREATER GRAND CROSSING,2094
BRIDGEPORT,LINCOLN PARK,2440
BRIDGEPORT,ASHBURN,4119
BRIDGEPORT,AUBURN GRESHAM,2621
BRIDGEPORT,BEVERLY,3340
BRIDGEPORT,WASHINGTON HEIGHTS,3359
BRIDGEPORT,MOUNT GREENWOOD,5194
BRIDGEPORT,MORGAN PARK,3886
BRIDGEPORT,OHARE,-1
BRIDGEPORT,EDGEWATER,3529
BRIDGEPORT,EDISON PARK,4764
NORWOOD PARK,DOUGLAS,4728
NORWOOD PARK,OAKLAND,4945
NORWOOD PARK,FULLER PARK,3832
NORWOOD PARK,GRAND BOULEVARD,4408
NORWOOD PARK,KENWOOD,4291
NORWOOD PARK,LINCOLN SQUARE,3161
NORWOOD PARK,WASHINGTON PARK,4924
NORWOOD PARK,HYDE PARK,4394
NORWOOD PARK,WOODLAWN,5098
NORWOOD PARK,ROGERS PARK,4482
NORWOOD PARK,JEFFERSON PARK,1229
NORWOOD PARK,FOREST GLEN,2858
NORWOOD PARK,NORTH PARK,2402
NORWOOD PARK,ALBANY PARK,1738
NORWOOD PARK,PORTAGE PARK,1741
NORWOOD PARK,IRVING PARK,1940
NORWOOD PARK,DUNNING,1335
NORWOOD PARK,MONTCLARE,2737
NORWOOD PARK,BELMONT CRAGIN,2280
NORWOOD PARK,WEST RIDGE,3724
NORWOOD PARK,HERMOSA,2554
NORWOOD PARK,AVONDALE,1657
NORWOOD PARK,LOGAN SQUARE,2091
NORWOOD PARK,HUMBOLDT PARK,3183
NORWOOD PARK,WEST TOWN,2704
NORWOOD PARK,AUSTIN,3013
NORWOOD PARK,WEST GARFIELD PARK,3794
NORWOOD PARK,EAST GARFIELD PARK,3322
NORWOOD PARK,NEAR WEST SIDE,3371
NORWOOD PARK,NORTH LAWNDALE,4196
NORWOOD PARK,UPTOWN,3548
NORWOOD PARK,SOUTH LAWNDALE,4807
NORWOOD PARK,LOWER WEST SIDE,4659
NORWOOD PARK,NEAR SOUTH SIDE,4136
NORWOOD PARK,BRIDGEPORT,4177
NORWOOD PARK,NEAR NORTH SIDE,3511
NORWOOD PARK,LOOP,3476
NORWOOD PARK,SOUTH SHORE,5657
NORWOOD PARK,CHATHAM,4850
NORWOOD PARK,AVALON PARK,5149
NORWOOD PARK,SOUTH CHICAGO,5899
NORWOOD PARK,BURNSIDE,5547
NORWOOD PARK,MCKINLEY PARK,4548
NORWOOD PARK,LAKE VIEW,3297
NORWOOD PARK,CALUMET HEIGHTS,5129
NORWOOD PARK,ROSELAND,4958
NORWOOD PARK,NORTH CENTER,2536
NORWOOD PARK,PULLMAN,5900
NORWOOD PARK,SOUTH DEERING,-1
NORWOOD PARK,EAST SIDE,6273
NORWOOD PARK,WEST PULLMAN,6064
NORWOOD PARK,RIVERDALE,-1
NORWOOD PARK,HEGEWISCH,-1
NORWOOD PARK,undefined,-1
NORWOOD PARK,ARCHER HEIGHTS,5501
NORWOOD PARK,BRIGHTON PARK,4604
NORWOOD PARK,BRIDGEPORT,4425
NORWOOD PARK,NEW CITY,4279
NORWOOD PARK,WEST ELSDON,4974
NORWOOD PARK,GAGE PARK,4525
NORWOOD PARK,CLEARING,5843
NORWOOD PARK,WEST LAWN,5474
NORWOOD PARK,CHICAGO LAWN,4941
NORWOOD PARK,WEST ENGLEWOOD,5315
NORWOOD PARK,ENGLEWOOD,4597
NORWOOD PARK,GREATER GRAND CROSSING,4588
NORWOOD PARK,LINCOLN PARK,3591
NORWOOD PARK,ASHBURN,5756
NORWOOD PARK,AUBURN GRESHAM,6012
NORWOOD PARK,BEVERLY,5997
NORWOOD PARK,WASHINGTON HEIGHTS,5606
NORWOOD PARK,MOUNT GREENWOOD,6681
NORWOOD PARK,MORGAN PARK,6063
NORWOOD PARK,OHARE,-1
NORWOOD PARK,EDGEWATER,4055
NORWOOD PARK,EDISON PARK,1970
NEAR NORTH SIDE,DOUGLAS,2623
NEAR NORTH SIDE,OAKLAND,2392
NEAR NORTH SIDE,FULLER PARK,1733
NEAR NORTH SIDE,GRAND BOULEVARD,2279
NEAR NORTH SIDE,KENWOOD,2166
NEAR NORTH SIDE,LINCOLN SQUARE,2926
NEAR NORTH SIDE,WASHINGTON PARK,2795
NEAR NORTH SIDE,HYDE PARK,2535
NEAR NORTH SIDE,WOODLAWN,2886
NEAR NORTH SIDE,ROGERS PARK,2587
NEAR NORTH SIDE,JEFFERSON PARK,2883
NEAR NORTH SIDE,FOREST GLEN,4340
NEAR NORTH SIDE,NORTH PARK,3366
NEAR NORTH SIDE,ALBANY PARK,3070
NEAR NORTH SIDE,PORTAGE PARK,3296
NEAR NORTH SIDE,IRVING PARK,2449
NEAR NORTH SIDE,DUNNING,3956
NEAR NORTH SIDE,MONTCLARE,3934
NEAR NORTH SIDE,BELMONT CRAGIN,3256
NEAR NORTH SIDE,WEST RIDGE,3775
NEAR NORTH SIDE,HERMOSA,2621
NEAR NORTH SIDE,AVONDALE,2062
NEAR NORTH SIDE,LOGAN SQUARE,1956
NEAR NORTH SIDE,HUMBOLDT PARK,2275
NEAR NORTH SIDE,WEST TOWN,1434
NEAR NORTH SIDE,AUSTIN,2846
NEAR NORTH SIDE,WEST GARFIELD PARK,2443
NEAR NORTH SIDE,EAST GARFIELD PARK,2294
NEAR NORTH SIDE,NEAR WEST SIDE,1861
NEAR NORTH SIDE,NORTH LAWNDALE,3035
NEAR NORTH SIDE,UPTOWN,2168
NEAR NORTH SIDE,SOUTH LAWNDALE,3040
NEAR NORTH SIDE,LOWER WEST SIDE,2530
NEAR NORTH SIDE,NEAR SOUTH SIDE,1884
NEAR NORTH SIDE,BRIDGEPORT,1876
NEAR NORTH SIDE,NORWOOD PARK,3129
NEAR NORTH SIDE,LOOP,1389
NEAR NORTH SIDE,SOUTH SHORE,3199
NEAR NORTH SIDE,CHATHAM,2751
NEAR NORTH SIDE,AVALON PARK,2810
NEAR NORTH SIDE,SOUTH CHICAGO,3337
NEAR NORTH SIDE,BURNSIDE,3298
NEAR NORTH SIDE,MCKINLEY PARK,2070
NEAR NORTH SIDE,LAKE VIEW,1358
NEAR NORTH SIDE,CALUMET HEIGHTS,3360
NEAR NORTH SIDE,ROSELAND,2919
NEAR NORTH SIDE,NORTH CENTER,2566
NEAR NORTH SIDE,PULLMAN,3629
NEAR NORTH SIDE,SOUTH DEERING,-1
